claim_id,season_id,table_name,claim_type,claim_subject,claim_field,claim_value,evidence_status,confidence,source_urls,notes
claim_match_highlights_647_highlight_reasons_b5262b7f75,season_010,match_highlights,match_highlight,season_010_schedule_0024,highlight_reasons,mehrere Perspektiven,,,https://www.youtube.com/watch?v=3o5NfZ0p9TA;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=Fy86cEtE4To;https://www.youtube.com/@RaizorDATA;https://docs.google.com/spreadsheets/d/13smsrG2BGYxr_omJWcgr-sUDr39bvOJPNL5RPt4DSow/edit#gid=1215904780,
claim_match_highlights_648_player_a_347a720f2e,season_006,match_highlights,match_highlight,season_006_schedule_0042,player_a,PresentLP,,,https://www.youtube.com/watch?v=vvfiXpT1fsE;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_648_player_b_b1a479c3a6,season_006,match_highlights,match_highlight,season_006_schedule_0042,player_b,Scoutley,,,https://www.youtube.com/watch?v=vvfiXpT1fsE;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_648_highlight_score_3810a95c16,season_006,match_highlights,match_highlight,season_006_schedule_0042,highlight_score,21.75,,,https://www.youtube.com/watch?v=vvfiXpT1fsE;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_648_highlight_reasons_896b9381c8,season_006,match_highlights,match_highlight,season_006_schedule_0042,highlight_reasons,nur eine Quelle (-15%),,,https://www.youtube.com/watch?v=vvfiXpT1fsE;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_649_player_a_6fbf2ec151,season_005,match_highlights,match_highlight,season_005_schedule_0101,player_a,Barry D. Sin of Speed,,,https://www.youtube.com/watch?v=VuwlQUNK1SI;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=UOp-Aaa9Hn0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_649_player_b_1930cad514,season_005,match_highlights,match_highlight,season_005_schedule_0101,player_b,Raizor,,,https://www.youtube.com/watch?v=VuwlQUNK1SI;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=UOp-Aaa9Hn0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_649_highlight_score_e8cb9598a9,season_005,match_highlights,match_highlight,season_005_schedule_0101,highlight_score,21.73,,,https://www.youtube.com/watch?v=VuwlQUNK1SI;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=UOp-Aaa9Hn0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_649_highlight_reasons_3dfbd15988,season_005,match_highlights,match_highlight,season_005_schedule_0101,highlight_reasons,mehrere Perspektiven; Engagement-Ausreißer 1.7x,,,https://www.youtube.com/watch?v=VuwlQUNK1SI;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=UOp-Aaa9Hn0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_650_player_a_3686121c27,season_006,match_highlights,match_highlight,season_006_schedule_0095,player_a,Stratocopter TV,,,https://www.youtube.com/watch?v=T5E_3CZNDVc;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=vKLFS2Kvuxw;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1758213758,
claim_match_highlights_650_player_b_29135ca6b9,season_006,match_highlights,match_highlight,season_006_schedule_0095,player_b,Tabasco TV,,,https://www.youtube.com/watch?v=T5E_3CZNDVc;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=vKLFS2Kvuxw;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1758213758,
claim_match_highlights_650_highlight_score_4f964dee68,season_006,match_highlights,match_highlight,season_006_schedule_0095,highlight_score,21.72,,,https://www.youtube.com/watch?v=T5E_3CZNDVc;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=vKLFS2Kvuxw;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1758213758,
claim_match_highlights_650_highlight_reasons_b21a346f85,season_006,match_highlights,match_highlight,season_006_schedule_0095,highlight_reasons,knapper Kampf; mehrere Perspektiven,,,https://www.youtube.com/watch?v=T5E_3CZNDVc;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=vKLFS2Kvuxw;https://www.youtube.com/channel/UCIgpF-qa1qagv0Xg2O5_6RQ;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=1758213758,
claim_match_highlights_651_player_a_bb9974200e,season_005,match_highlights,match_highlight,season_005_schedule_0249,player_a,Stratocopter,,,https://www.youtube.com/watch?v=QiA-QQPtjro;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=-qtan03Y2y8;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,
claim_match_highlights_651_player_b_1aca12f221,season_005,match_highlights,match_highlight,season_005_schedule_0249,player_b,BraveBird,,,https://www.youtube.com/watch?v=QiA-QQPtjro;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=-qtan03Y2y8;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,
claim_match_highlights_651_highlight_score_8472ca4697,season_005,match_highlights,match_highlight,season_005_schedule_0249,highlight_score,21.72,,,https://www.youtube.com/watch?v=QiA-QQPtjro;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=-qtan03Y2y8;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,
claim_match_highlights_651_highlight_reasons_c4b50407b1,season_005,match_highlights,match_highlight,season_005_schedule_0249,highlight_reasons,knapper Kampf; mehrere Perspektiven,,,https://www.youtube.com/watch?v=QiA-QQPtjro;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org;https://www.youtube.com/user/StratocopterTV;https://www.youtube.com/watch?v=-qtan03Y2y8;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel;https://docs.google.com/spreadsheets/d/1Jej38dwkqOARMHvKaUfQeHME0pLqP9GE6vPZQMUxMcg/edit#gid=2102144361,
claim_match_highlights_652_player_a_0dee0f546e,season_001,match_highlights,match_highlight,season_001_schedule_0118,player_a,Silva,,,https://www.youtube.com/watch?v=sD-PCmtkBYA;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://www.youtube.com/watch?v=YfeVOu8HpSo;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,
claim_match_highlights_652_player_b_2ee73d517a,season_001,match_highlights,match_highlight,season_001_schedule_0118,player_b,Cabgolord,,,https://www.youtube.com/watch?v=sD-PCmtkBYA;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://www.youtube.com/watch?v=YfeVOu8HpSo;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,
claim_match_highlights_652_highlight_score_17129841a5,season_001,match_highlights,match_highlight,season_001_schedule_0118,highlight_score,21.72,,,https://www.youtube.com/watch?v=sD-PCmtkBYA;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://www.youtube.com/watch?v=YfeVOu8HpSo;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,
claim_match_highlights_652_highlight_reasons_9de80ed11d,season_001,match_highlights,match_highlight,season_001_schedule_0118,highlight_reasons,knapper Kampf; mehrere Perspektiven,,,https://www.youtube.com/watch?v=sD-PCmtkBYA;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/;https://www.youtube.com/watch?v=YfeVOu8HpSo;https://www.youtube.com/user/FinaALFaNtAsyLP;https://docs.google.com/spreadsheets/d/14N_40jsahiN9DChpnNaPTnFy26If6imVHtqBGDWk6pg/edit#gid=0,
claim_match_highlights_653_player_a_e29926859d,season_003,match_highlights,match_highlight,season_003_schedule_0033,player_a,Shiro,,,https://www.youtube.com/watch?v=ejxPn8pFReY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_653_player_b_b8ac8dd82c,season_003,match_highlights,match_highlight,season_003_schedule_0033,player_b,PokeBazi,,,https://www.youtube.com/watch?v=ejxPn8pFReY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_653_highlight_score_39762e341b,season_003,match_highlights,match_highlight,season_003_schedule_0033,highlight_score,21.71,,,https://www.youtube.com/watch?v=ejxPn8pFReY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_653_highlight_reasons_a47ff10093,season_003,match_highlights,match_highlight,season_003_schedule_0033,highlight_reasons,knapper Kampf; nur eine Quelle (-15%); Engagement-Ausreißer 1.7x,,,https://www.youtube.com/watch?v=ejxPn8pFReY;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_654_player_a_f99d6671ae,season_006,match_highlights,match_highlight,season_006_schedule_0021,player_a,PresentLP,,,https://www.youtube.com/watch?v=I2KI8iA4RLE;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://www.youtube.com/watch?v=0NgA6HjxTjU;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_654_player_b_2753e1d99e,season_006,match_highlights,match_highlight,season_006_schedule_0021,player_b,PokeBazi,,,https://www.youtube.com/watch?v=I2KI8iA4RLE;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://www.youtube.com/watch?v=0NgA6HjxTjU;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_654_highlight_score_26d5278523,season_006,match_highlights,match_highlight,season_006_schedule_0021,highlight_score,21.69,,,https://www.youtube.com/watch?v=I2KI8iA4RLE;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://www.youtube.com/watch?v=0NgA6HjxTjU;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_654_highlight_reasons_1ad73af4db,season_006,match_highlights,match_highlight,season_006_schedule_0021,highlight_reasons,mehrere Perspektiven; Top 10% Reichweite,,,https://www.youtube.com/watch?v=I2KI8iA4RLE;https://www.youtube.com/c/PokeBazi;https://www.youtube.com/channel/UCkEEHak-dPeI11YkalQczRQ;https://www.youtube.com/user/PokéBazi;https://www.youtube.com/watch?v=0NgA6HjxTjU;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/11wxsKyCydVmDjp4kGLJAOLPM_LgwCLN2GYpbDQkNtkk/edit#gid=892995759,
claim_match_highlights_655_player_a_90b7ea401a,season_005,match_highlights,match_highlight,season_005_schedule_0010,player_a,Cabgolord,,,https://www.youtube.com/watch?v=4wclyvtpuFM;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=sAn0FBg_mqE;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_655_player_b_bd89e87166,season_005,match_highlights,match_highlight,season_005_schedule_0010,player_b,Professor N,,,https://www.youtube.com/watch?v=4wclyvtpuFM;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=sAn0FBg_mqE;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_655_highlight_score_e6b18031f6,season_005,match_highlights,match_highlight,season_005_schedule_0010,highlight_score,21.68,,,https://www.youtube.com/watch?v=4wclyvtpuFM;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=sAn0FBg_mqE;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_655_highlight_reasons_8af2feb3a0,season_005,match_highlights,match_highlight,season_005_schedule_0010,highlight_reasons,mehrere Perspektiven,,,https://www.youtube.com/watch?v=4wclyvtpuFM;https://www.youtube.com/c/Cabgolord;https://www.youtube.com/channel/UCYdaMHNraDfWMxVTlrlnK6w;https://www.youtube.com/user/Cabgolord;https://www.youtube.com/watch?v=sAn0FBg_mqE;https://www.youtube.com/channel/UCxwnb7Ru6fSkRJIjKWZGy6Q;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_656_player_a_ae9f13927f,season_009,match_highlights,match_highlight,season_009_schedule_0072,player_a,ElektechN9ne,,,https://www.youtube.com/watch?v=keJwLxbG8Wg;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=mf1jivi_v3g;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_656_player_b_8fc1260a15,season_009,match_highlights,match_highlight,season_009_schedule_0072,player_b,Minetube,,,https://www.youtube.com/watch?v=keJwLxbG8Wg;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=mf1jivi_v3g;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_656_highlight_score_428d20eb55,season_009,match_highlights,match_highlight,season_009_schedule_0072,highlight_score,21.68,,,https://www.youtube.com/watch?v=keJwLxbG8Wg;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=mf1jivi_v3g;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_656_highlight_reasons_7156abf765,season_009,match_highlights,match_highlight,season_009_schedule_0072,highlight_reasons,mehrere Perspektiven,,,https://www.youtube.com/watch?v=keJwLxbG8Wg;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=mf1jivi_v3g;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_657_player_a_d6aef344c1,season_003,match_highlights,match_highlight,season_003_schedule_0059,player_a,Minetube,,,https://www.youtube.com/watch?v=p7ABwEL7aiE;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=KXEUQnlHbnA;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_657_player_b_a64cf86788,season_003,match_highlights,match_highlight,season_003_schedule_0059,player_b,RegiBang,,,https://www.youtube.com/watch?v=p7ABwEL7aiE;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=KXEUQnlHbnA;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_657_highlight_score_7dd27caed1,season_003,match_highlights,match_highlight,season_003_schedule_0059,highlight_score,21.66,,,https://www.youtube.com/watch?v=p7ABwEL7aiE;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=KXEUQnlHbnA;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_657_highlight_reasons_7d991dc5d6,season_003,match_highlights,match_highlight,season_003_schedule_0059,highlight_reasons,mehrere Perspektiven,,,https://www.youtube.com/watch?v=p7ABwEL7aiE;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://www.youtube.com/watch?v=KXEUQnlHbnA;https://www.youtube.com/user/RegiBang;https://docs.google.com/spreadsheets/d/15MPuuKWiOBeqO8JbrOYulUHFDzWbid6_pYZLHiWVzrk/edit#gid=0,
claim_match_highlights_658_player_a_20a5e4c32d,season_005,match_highlights,match_highlight,season_005_schedule_0040,player_a,Barry D. Sin of Speed,,,https://www.youtube.com/watch?v=zln86-0QQdc;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=--zGj1Ca2tQ;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_658_player_b_6fa6a9a7d3,season_005,match_highlights,match_highlight,season_005_schedule_0040,player_b,glebber,,,https://www.youtube.com/watch?v=zln86-0QQdc;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=--zGj1Ca2tQ;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_658_highlight_score_a090d1ca68,season_005,match_highlights,match_highlight,season_005_schedule_0040,highlight_score,21.66,,,https://www.youtube.com/watch?v=zln86-0QQdc;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=--zGj1Ca2tQ;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_658_highlight_reasons_36f51e22c7,season_005,match_highlights,match_highlight,season_005_schedule_0040,highlight_reasons,knapper Kampf; mehrere Perspektiven,,,https://www.youtube.com/watch?v=zln86-0QQdc;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=--zGj1Ca2tQ;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber;https://docs.google.com/spreadsheets/d/1nONaKwJcrN04APGKN-HrZ8yavwZdFkfnaA59Zp1sdBU/edit#gid=405850997,
claim_match_highlights_659_player_a_29aa42313a,season_009,match_highlights,match_highlight,season_009_schedule_0075,player_a,Barry D. Sin of Speed,,,https://www.youtube.com/watch?v=cRHsDgBK9E8;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=Sr_NnROa8Rg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_659_player_b_6bd37a0e92,season_009,match_highlights,match_highlight,season_009_schedule_0075,player_b,PresentLP,,,https://www.youtube.com/watch?v=cRHsDgBK9E8;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=Sr_NnROa8Rg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_659_highlight_score_9ca41eb25e,season_009,match_highlights,match_highlight,season_009_schedule_0075,highlight_score,21.65,,,https://www.youtube.com/watch?v=cRHsDgBK9E8;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=Sr_NnROa8Rg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_659_highlight_reasons_1c486cdef1,season_009,match_highlights,match_highlight,season_009_schedule_0075,highlight_reasons,mehrere Perspektiven,,,https://www.youtube.com/watch?v=cRHsDgBK9E8;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg;https://www.youtube.com/watch?v=Sr_NnROa8Rg;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_660_player_a_088231f367,season_009,match_highlights,match_highlight,season_009_schedule_0016,player_a,Minetube,,,https://www.youtube.com/watch?v=GHoGLhiJbx4;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=7vdDu_hsWFk;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
claim_match_highlights_660_player_b_f397bcc94a,season_009,match_highlights,match_highlight,season_009_schedule_0016,player_b,ElektechN9ne,,,https://www.youtube.com/watch?v=GHoGLhiJbx4;https://www.youtube.com/user/ElektechN9ne;https://www.youtube.com/watch?v=7vdDu_hsWFk;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13;https://docs.google.com/spreadsheets/d/1uo7-E_E2jbehB2hbBurpPayP_0fKY5sPZcFgZmfLydY/edit#gid=1037187549,
