#,Pokémon,Pokémon (dt.),,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Average,Ability 1,Ability 2,Ability 3,TIER,POINTS,,,,Momentum,Voltwechsel,Kehrtwende,Rollwende,Teleport,Abgangstirade,Stafette,Trick Room,Tail Wind,Hazards,Tarnsteine,Stachler,Giftspitzen,Klebenetz,Removal,Auflockern,Turbodreher,Seitenwechsel,Recovery,Wunschtraum,Genesung,Ruheort,Synthese,Tagedieb,Mondschein,Morgengrauen,Dschungelheilung,Heilbefehl,Milchgetränk,Sandsammler,Weichei,Prios,Turbotempo,Überrumpler,Tiefschlag,Mogelhieb,Turbofelsen,Tempohieb,Patronenhieb,Wasserdüse,Eissplitter,Schattenstoß,Ruckzuckhieb,Grasrutsche*,Wasser-Shuriken,Vakuumwelle,Gigasauger/Diebeskuss*,Screens,Auroraschleier,Reflektor,Lichtschild,Min Speed Lv 50,Max Speed Lv 50,Min Speed Lv 100,Max Speed Lv 100,Pokemon zusammen,Pokemon klein for Tampermonkey,"""",Schreibweise für Tampermonkey,Nightbot
343,Baltoy,Puppance,,,GROUND,PSYCHIC,40,40,55,40,70,55,300,50,Levitate,,,40,1,,,,0,,,,,,,ja,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,54,117,103,229,Baltoy,baltoy,"""","[""pokemon"",""baltoy""],",Puppance # 
664,Scatterbug,Purmel,,,BUG,- -,38,35,40,27,25,35,200,"33,33",Shield Dust,Compound Eyes,Friend Guard,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,95,67,185,Scatterbug,scatterbug,"""","[""pokemon"",""scatterbug""],",Purmel # 
605,Elgyem,Pygraulon,,,PSYCHIC,- -,55,55,55,85,55,30,335,"55,83",Telepathy,Synchronize,Analytic,40,1,,,,1,,,,ja,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Elgyem,elgyem,"""","[""pokemon"",""elgyem""],",Pygraulon # 
668,Pyroar,Pyroleo,,,FIRE,NORMAL,86,68,72,109,66,106,507,"84,5",Rivalry,Unnerve,Moxie,40,4,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,99,173,195,342,Pyroar,pyroar,"""","[""pokemon"",""pyroar""],",Pyroleo # 
592,Frillish,Quabbel,,,WATER,GHOST,55,40,50,65,85,40,335,"55,83",Water Absorb,Cursed Body,Damp,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Frillish,frillish,"""","[""pokemon"",""frillish""],",Quabbel # 
658,Greninja,Quajutsu,,,WATER,DARK,72,95,67,103,71,122,530,"88,33",Torrent,,Protean,100,12,,,,1,,ja,,,,,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,3,,,,,,,,,,ja,ja,,ja,,,,,,,114,191,224,377,Greninja,greninja,"""","[""pokemon"",""greninja""],",Quajutsu # 
658,Greninja-Ash,Quajutsu-Ash,,,WATER,DARK,72,145,67,153,71,132,640,"106,67",Battle Bond,,,BANNED,BANNED,,,,1,,ja,,,,,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,3,,,,,,,,,,ja,ja,,ja,,,,,,,123,202,242,399,GreninjaAsh,greninjaash,"""","[""pokemon"",""greninjaash""],",Quajutsu-Ash # 
62,Poliwrath,Quappo,,,WATER,FIGHTING,90,95,95,70,90,70,510,85,Water Absorb,Damp,Swift Swim,40,4,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,ja,,,,,,67,134,130,262,Poliwrath,poliwrath,"""","[""pokemon"",""poliwrath""],",Quappo # 
60,Poliwag,Quapsel,,,WATER,- -,40,50,40,40,40,90,300,50,Water Absorb,Damp,Swift Swim,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85,156,166,306,Poliwag,poliwag,"""","[""pokemon"",""poliwag""],",Quapsel # 
61,Poliwhirl,Quaputzi,,,WATER,- -,65,65,65,50,50,90,385,"64,17",Water Absorb,Damp,Swift Swim,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85,156,166,306,Poliwhirl,poliwhirl,"""","[""pokemon"",""poliwhirl""],",Quaputzi # 
766,Passimian,Quartermak,,,FIGHTING,- -,100,120,90,40,60,80,490,"81,67",Receiver,,Defiant,40,5,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,76,145,148,284,Passimian,passimian,"""","[""pokemon"",""passimian""],",Quartermak # 
186,Politoed,Quaxo,,,WATER,- -,90,75,75,90,100,70,500,"83,33",Water Absorb,Damp,Drizzle,100,8,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,67,134,130,262,Politoed,politoed,"""","[""pokemon"",""politoed""],",Quaxo # 
220,Swinub,Quiekel,,,ICE,GROUND,50,50,40,30,30,50,250,"41,67",Oblivious,Snow Cloak,Thick Fat,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,49,112,94,218,Swinub,swinub,"""","[""pokemon"",""swinub""],",Quiekel # 
324,Torkoal,Qurtel,,,FIRE,- -,70,85,140,85,70,20,470,"78,33",White Smoke,Drought,Shell Armor,60,7,,,,0,,,,,,,,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Torkoal,torkoal,"""","[""pokemon"",""torkoal""],",Qurtel # 
236,Tyrogue,Rabauz,,,FIGHTING,- -,35,35,35,35,35,35,210,35,Guts,Steadfast,Vital Spirit,40,1,,,,0,,,,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,4,,,,ja,,ja,ja,,,,,,,ja,,,,,,36,95,67,185,Tyrogue,tyrogue,"""","[""pokemon"",""tyrogue""],",Rabauz # 
553,Krookodile,Rabigator,,,GROUND,DARK,95,117,80,65,70,92,519,"86,5",Intimidate,Moxie,Anger Point,100,13,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,87,158,170,311,Krookodile,krookodile,"""","[""pokemon"",""krookodile""],",Rabigator # 
819,Skwovet,Raffel,,,NORMAL,- -,70,55,55,35,35,25,275,"45,83",Cheek Pouch,,Gluttony,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27,84,49,163,Skwovet,skwovet,"""","[""pokemon"",""skwovet""],",Raffel # 
26,Raichu,Raichu,,,ELECTRIC,- -,60,90,55,90,80,110,485,"80,83",Static,,Lightning Rod,40,5,,,,1,ja,,,,,,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,3,ja,,,ja,,,,,,,ja,,,,,,,,,103,178,202,350,Raichu,raichu,"""","[""pokemon"",""raichu""],",Raichu # 
243,Raikou,Raikou,,,ELECTRIC,- -,90,85,75,115,100,115,580,"96,67",Pressure,,Inner Focus,120,12,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,ja,,,,,,,,,,ja,,,,,,,,,108,183,211,361,Raikou,raikou,"""","[""pokemon"",""raikou""],",Raikou # 
409,Rampardos,Rameidon,,,ROCK,- -,97,165,60,65,50,58,495,"82,5",Mold Breaker,,Sheer Force,40,3,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,56,121,108,236,Rampardos,rampardos,"""","[""pokemon"",""rampardos""],",Rameidon # 
637,Volcarona,Ramoth,,,BUG,FIRE,85,60,65,135,105,100,550,"91,67",Flame Body,,Swarm,120,14,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,2,,,ja,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,94,167,184,328,Volcarona,volcarona,"""","[""pokemon"",""volcarona""],",Ramoth # 
57,Primeape,Rasaff,,,FIGHTING,- -,65,105,60,60,70,95,455,"75,83",Vital Spirit,Anger Point,Defiant,40,4,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,ja,,,,,,90,161,175,317,Primeape,primeape,"""","[""pokemon"",""primeape""],",Rasaff # 
19,Rattata,Rattfratz,,,NORMAL,- -,30,56,35,25,35,72,253,"42,17",Run Away,Guts,Hustle,40,1,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,69,136,134,267,Rattata,rattata,"""","[""pokemon"",""rattata""],",Rattfratz # 
20,Raticate,Rattikarl,,,NORMAL,- -,55,81,60,50,70,97,413,"68,83",Run Away,Guts,Hustle,40,2,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,91,163,179,322,Raticate,raticate,"""","[""pokemon"",""raticate""],",Rattikarl # 
10,Caterpie,Raupy,,,BUG,- -,45,30,35,20,20,45,195,"32,5",Shield Dust,,Run Away,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Caterpie,caterpie,"""","[""pokemon"",""caterpie""],",Raupy # 
384,Rayquaza,Rayquaza,,,DRAGON,FLYING,105,150,90,150,90,95,680,"113,33",Air Lock,,,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,90,161,175,317,Rayquaza,rayquaza,"""","[""pokemon"",""rayquaza""],",Rayquaza # 
378,Regice,Regice,,,ICE,- -,80,50,100,100,200,50,580,"96,67",Clear Body,,Ice Body,40,3,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Regice,regice,"""","[""pokemon"",""regice""],",Regice # 
894,Regidrago,Regidrago,,,DRAGON,- -,200,100,50,100,50,80,580,"96,67",Dragon's Maw,,,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Regidrago,regidrago,"""","[""pokemon"",""regidrago""],",Regidrago # 
895,Regieleki,Regieleki,,,ELECTRIC,- -,80,100,50,100,50,200,580,"96,67",Transistor,,,,,,,,1,ja,,,,,,,,0,,,,,1,,ja,,0,,,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,184,277,364,548,Regieleki,regieleki,"""","[""pokemon"",""regieleki""],",Regieleki # 
486,Regigigas,Regigigas,,,NORMAL,- -,110,160,110,80,110,100,670,"111,67",Slow Start,,,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,94,167,184,328,Regigigas,regigigas,"""","[""pokemon"",""regigigas""],",Regigigas # 
377,Regirock,Regirock,,,ROCK,- -,80,100,200,50,100,50,580,"96,67",Clear Body,,Sturdy,60,5,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Regirock,regirock,"""","[""pokemon"",""regirock""],",Regirock # 
379,Registeel,Registeel,,,STEEL,- -,80,75,150,75,150,50,580,"96,67",Clear Body,,Light Metal,60,10,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Registeel,registeel,"""","[""pokemon"",""registeel""],",Registeel # 
767,Wimpod,Reißlaus,,,BUG,WATER,25,35,40,20,30,80,230,"38,33",Wimp Out,,,40,1,,,,0,,,,,,,,,1,,ja,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,76,145,148,284,Wimpod,wimpod,"""","[""pokemon"",""wimpod""],",Reißlaus # 
143,Snorlax,Relaxo,,,NORMAL,- -,160,110,65,65,110,30,540,90,Immunity,Thick Fat,Gluttony,120,11,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Snorlax,snorlax,"""","[""pokemon"",""snorlax""],",Relaxo # 
369,Relicanth,Relicanth,,,WATER,ROCK,100,90,130,45,65,55,485,"80,83",Swift Swim,Rock Head,Sturdy,40,2,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,54,117,103,229,Relicanth,relicanth,"""","[""pokemon"",""relicanth""],",Relicanth # 
223,Remoraid,Remoraid,,,WATER,- -,35,65,35,65,35,65,300,50,Hustle,Sniper,Moody,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,Remoraid,remoraid,"""","[""pokemon"",""remoraid""],",Remoraid # 
253,Grovyle,Reptain,,,GRASS,- -,50,65,45,85,65,95,405,"67,5",Overgrow,,Unburden,40,2,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,90,161,175,317,Grovyle,grovyle,"""","[""pokemon"",""grovyle""],",Reptain # 
643,Reshiram,Reshiram,,,DRAGON,FIRE,100,120,100,150,120,90,680,"113,33",Turboblaze,,,BANNED,BANNED,,,,0,,,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85,156,166,306,Reshiram,reshiram,"""","[""pokemon"",""reshiram""],",Reshiram # 
701,Hawlucha,Resladero,,,FIGHTING,FLYING,78,92,75,74,63,118,500,"83,33",Limber,Unburden,Mold Breaker,180,12,,,,2,,ja,,,,ja,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,110,187,216,368,Hawlucha,hawlucha,"""","[""pokemon"",""hawlucha""],",Resladero # 
23,Ekans,Rettan,,,POISON,- -,35,60,44,40,54,55,288,48,Intimidate,Shed Skin,Unnerve,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,54,117,103,229,Ekans,ekans,"""","[""pokemon"",""ekans""],",Rettan # 
460,Abomasnow,Rexblisar,,,GRASS,ICE,90,92,75,92,85,60,494,"82,33",Snow Warning,,Soundproof,60,3,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,,,,,,,ja,,,,,,,ja,ja,,,58,123,112,240,Abomasnow,abomasnow,"""","[""pokemon"",""abomasnow""],",Rexblisar # 
849,Toxtricity,Riffex,,,ELECTRIC,POISON,75,98,70,114,70,75,502,"83,67",Punk Rock,Plus/Minus,Technician,,,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,Toxtricity,toxtricity,"""","[""pokemon"",""toxtricity""],",Riffex # 
849,Toxtricity-High Key,Riffex-Hochform,,,ELECTRIC,POISON,75,98,70,114,70,75,502,"83,67",Punk Rock,Plus,Technician,,,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,Toxtricity,toxtricity,"""","[""pokemon"",""toxtricity""],",Riffex-Hochform # 
849,Toxtricity-Low-Key,Riffex-Tiefform,,,ELECTRIC,POISON,75,98,70,114,70,75,502,"83,67",Punk Rock,Minus,Technician,,,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,ToxtricityLowKey,toxtricitylowkey,"""","[""pokemon"",""toxtricitylowkey""],",Riffex-Tiefform # 
111,Rhyhorn,Rihorn,,,GROUND,ROCK,80,85,95,30,30,25,345,"57,5",Lightning Rod,Rock Head,Reckless,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27,84,49,163,Rhyhorn,rhyhorn,"""","[""pokemon"",""rhyhorn""],",Rihorn # 
464,Rhyperior,Rihornior,,,ROCK,GROUND,115,140,130,55,55,40,535,"89,17",Lightning Rod,Solid Rock,Reckless,60,7,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Rhyperior,rhyperior,"""","[""pokemon"",""rhyperior""],",Rihornior # 
447,Riolu,Riolu,,,FIGHTING,- -,40,70,40,35,40,60,285,"47,5",Steadfast,Inner Focus,Prankster,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,,,,,ja,,,,ja,,,ja,,,,,,58,123,112,240,Riolu,riolu,"""","[""pokemon"",""riolu""],",Riolu # 
112,Rhydon,Rizeros,,,GROUND,ROCK,105,130,120,45,45,40,485,"80,83",Lightning Rod,Rock Head,Reckless,40,5,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Rhydon,rhydon,"""","[""pokemon"",""rhydon""],",Rizeros # 
728,Popplio,Robball,,,WATER,- -,50,54,54,66,56,40,320,"53,33",Torrent,,Liquid Voice,40,1,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,40,101,76,196,Popplio,popplio,"""","[""pokemon"",""popplio""],",Robball # 
703,Carbink,Rocara,,,ROCK,FAIRY,50,50,150,50,150,50,500,"83,33",Clear Body,,Sturdy,40,1,,,,0,,,,,,,ja,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Carbink,carbink,"""","[""pokemon"",""carbink""],",Rocara # 
552,Krokorok,Rokkaiman,,,GROUND,DARK,60,82,45,45,45,74,351,"58,5",Intimidate,Moxie,Anger Point,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,71,138,137,271,Krokorok,krokorok,"""","[""pokemon"",""krokorok""],",Rokkaiman # 
544,Whirlipede,Rollum,,,BUG,POISON,40,55,99,40,79,47,360,60,Poison Point,Swarm,Speed Boost,40,2,,,,0,,,,,,,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,46,108,89,212,Whirlipede,whirlipede,"""","[""pokemon"",""whirlipede""],",Rollum # 
315,Roselia,Roselia,,,GRASS,POISON,50,60,45,100,80,65,400,"66,67",Natural Cure,Poison Point,Leaf Guard,40,2,,,,0,,,,,,,,,2,,ja,ja,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,Roselia,roselia,"""","[""pokemon"",""roselia""],",Roselia # 
407,Roserade,Roserade,,,GRASS,POISON,60,70,65,125,105,90,515,"85,83",Natural Cure,Poison Point,Technician,100,11,,,,0,,,,,,,,,2,,ja,ja,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,85,156,166,306,Roserade,roserade,"""","[""pokemon"",""roserade""],",Roserade # 
124,Jynx,Rossana,,,ICE,PSYCHIC,65,50,35,115,95,95,455,"75,83",Oblivious,Forewarn,Dry Skin,40,3,,,,1,,,,ja,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,ja,,,,,,,,,,,,,,,,90,161,175,317,Jynx,jynx,"""","[""pokemon"",""jynx""],",Rossana # 
479,Rotom,Rotom,,,ELECTRIC,GHOST,50,50,77,95,77,91,440,"73,33",Levitate,,,40,6,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,86,157,168,309,Rotom,rotom,"""","[""pokemon"",""rotom""],",Rotom # 
479,Rotom-Fan,Rotom-Fan,,,ELECTRIC,FLYING,50,65,107,105,107,86,520,"86,67",Levitate,,,40,4,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,151,159,298,RotomFan,rotomfan,"""","[""pokemon"",""rotomfan""],",Rotom-Fan # 
479,Rotom-Frost,Rotom-Frost,,,ELECTRIC,ICE,50,65,107,105,107,86,520,"86,67",Levitate,,,40,3,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,151,159,298,RotomFrost,rotomfrost,"""","[""pokemon"",""rotomfrost""],",Rotom-Frost # 
479,Rotom-Heat,Rotom-Heat,,,ELECTRIC,FIRE,50,65,107,105,107,86,520,"86,67",Levitate,,,100,10,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,151,159,298,RotomHeat,rotomheat,"""","[""pokemon"",""rotomheat""],",Rotom-Heat # 
479,Rotom-Mow,Rotom-Mow,,,ELECTRIC,GRASS,50,65,107,105,107,86,520,"86,67",Levitate,,,60,8,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,151,159,298,RotomMow,rotommow,"""","[""pokemon"",""rotommow""],",Rotom-Mow # 
479,Rotom-Wash,Rotom-Wash,,,ELECTRIC,WATER,50,65,107,105,107,86,520,"86,67",Levitate,,,120,13,,,,1,ja,,,,,,,,0,,,,,1,ja,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,81,151,159,298,RotomWash,rotomwash,"""","[""pokemon"",""rotomwash""],",Rotom-Wash # 
529,Drilbur,Rotomurf,,,GROUND,- -,60,85,40,30,45,68,328,"54,67",Sand Rush,Sand Force,Mold Breaker,40,1,,,,0,,,,,,,,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,65,132,126,258,Drilbur,drilbur,"""","[""pokemon"",""drilbur""],",Rotomurf # 
654,Braixen,Rutena,,,FIRE,- -,59,59,58,90,70,73,409,"68,17",Blaze,,Magician,40,2,,,,0,,,,,,,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,70,137,135,269,Braixen,braixen,"""","[""pokemon"",""braixen""],",Rutena # 
685,Slurpuff,Sabbaione,,,FAIRY,- -,82,80,86,85,75,72,480,80,Sweet Veil,,Unburden,60,9,,,,0,,,,,,,,,1,,,,ja,0,,,,1,ja,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,69,136,134,267,Slurpuff,slurpuff,"""","[""pokemon"",""slurpuff""],",Sabbaione # 
11,Metapod,Safcon,,,BUG,- -,50,20,55,25,25,30,205,"34,17",Shed Skin,,,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Metapod,metapod,"""","[""pokemon"",""metapod""],",Safcon # 
368,Gorebyss,Saganabyss,,,WATER,- -,55,84,105,114,75,52,485,"80,83",Swift Swim,,Hydration,40,3,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,51,114,98,223,Gorebyss,gorebyss,"""","[""pokemon"",""gorebyss""],",Saganabyss # 
843,Silicobra,Salanga,,,GROUND,- -,52,57,75,35,50,46,315,"52,5",Sand Spit,Shed Skin,Sand Veil,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,107,87,210,Silicobra,silicobra,"""","[""pokemon"",""silicobra""],",Salanga # 
273,Seedot,Samurzel,,,GRASS,- -,40,40,50,30,30,30,220,"36,67",Chlorophyll,Early Bird,Pickpocket,40,1,,,,0,,,,,,,,,0,,,,,1,ja,,,1,,,,ja,,,,,,,,,2,,,ja,,,,,,,,ja,,,,,,,,,31,90,58,174,Seedot,seedot,"""","[""pokemon"",""seedot""],",Samurzel # 
844,Sandaconda,Sanaconda,,,GROUND,- -,72,107,125,65,70,71,510,85,Sand Spit,Shed Skin,Sand Veil,,,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,68,135,132,265,Sandaconda,sandaconda,"""","[""pokemon"",""sandaconda""],",Sanaconda # 
28,Sandslash,Sandamer,,,GROUND,- -,75,100,110,45,55,65,450,75,Sand Veil,,Sand Rush,40,4,,,,0,,,,,,,,,2,ja,ja,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,63,128,121,251,Sandslash,sandslash,"""","[""pokemon"",""sandslash""],",Sandamer # 
27,Sandshrew,Sandan,,,GROUND,- -,50,75,85,20,30,40,300,50,Sand Veil,,Sand Rush,40,1,,,,0,,,,,,,,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Sandshrew,sandshrew,"""","[""pokemon"",""sandshrew""],",Sandan # 
769,Sandygast,Sankabuh,,,GHOST,GROUND,55,55,80,70,45,15,320,"53,33",Water Compaction,,Sand Veil,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,1,,,,,,,,,,,ja,,0,,,,,,,,,,,,,,,,,,,,18,73,31,141,Sandygast,sandygast,"""","[""pokemon"",""sandygast""],",Sankabuh # 
71,Victreebel,Sarzenia,,,GRASS,POISON,80,105,65,100,70,70,490,"81,67",Chlorophyll,,Gluttony,40,4,,,,0,,,,,,,,,0,,,,,0,,,,2,,,,ja,,,ja,,,,,,1,,,ja,,,,,,,,,,,,,,,,,67,134,130,262,Victreebel,victreebel,"""","[""pokemon"",""victreebel""],",Sarzenia # 
692,Clauncher,Scampisto,,,WATER,- -,50,53,62,58,63,44,330,55,Mega Launcher,,,40,1,,,,2,,ja,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,44,105,83,205,Clauncher,clauncher,"""","[""pokemon"",""clauncher""],",Scampisto # 
795,Pheromosa,Schabelle,,,BUG,FIGHTING,71,137,37,137,37,151,570,95,Beast Boost,,,BANNED,BANNED,,,,1,,ja,,,,,,,0,,,,,1,,ja,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,140,223,276,441,Pheromosa,pheromosa,"""","[""pokemon"",""pheromosa""],",Schabelle # 
422,Shellos,Schalellos,,,WATER,- -,76,48,48,57,62,34,325,"54,17",Sticky Hold,Storm Drain,Sand Force,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,35,94,65,183,Shellos,shellos,"""","[""pokemon"",""shellos""],",Schalellos # 
535,Tympole,Schallquap,,,WATER,- -,50,50,40,50,40,64,294,49,Swift Swim,Hydration,Water Absorb,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,62,127,119,249,Tympole,tympole,"""","[""pokemon"",""tympole""],",Schallquap # 
266,Silcoon,Schaloko,,,BUG,- -,50,35,55,25,25,15,205,"34,17",Shed Skin,,,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,18,73,31,141,Silcoon,silcoon,"""","[""pokemon"",""silcoon""],",Schaloko # 
